10000 30000
1253 6216 54
1325 8087 61
4673 7012 12
1823 250 57
5814 310 63
9267 5616 18
9917 7720 77
3125 2974 18
5699 442 87
887 2582 14
4952 3431 59
8246 6106 39
7561 6738 100
5418 3765 4
4550 407 24
5080 3837 72
64 5344 13
7911 7386 12
7187 7897 10
8747 799 32
4032 696 51
20 7130 14
9899 8728 16
7801 7702 87
7937 3475 97
2069 623 84
5672 4255 90
7264 2868 77
5515 7299 50
8811 4408 40
504 3396 78
4529 2161 77
6081 5332 64
4719 4773 75
9591 7268 32
9104 5484 84
9507 2355 55
585 7336 66
2646 7252 15
480 9140 59
337 40 100
9001 423 13
3770 3086 20
613 7083 69
9587 1687 15
6211 792 97
9560 8633 30
8634 3026 84
4651 769 10
9511 4970 88
4816 7212 81
3325 1892 70
3204 2856 46
4997 6330 12
3518 2575 72
4377 2715 27
2319 1759 29
8612 8452 61
511 492 23
4042 2349 16
8468 6957 32
1197 7331 54
9903 8273 37
7621 8761 92
6108 8894 79
2081 2239 5
1766 712 66
1459 8172 91
345 1733 36
7719 7465 18
9921 6742 75
1617 1332 18
837 763 19
7902 55 53
7960 7664 84
6092 505 53
6372 3774 76
9410 1278 4
498 160 19
7889 2424 50
9015 4825 56
2074 6818 85
7093 4973 62
5747 1755 30
5945 3584 36
1214 1252 84
6507 8760 84
8367 9041 46
4218 3675 11
4116 2086 63
2479 1104 31
4028 1682 8
4008 2034 22
7884 2521 82
5113 3168 89
9993 4491 92
293 12 84
3254 1148 15
9666 1666 25
6666 579 86
426 423 36
2491 3987 47
1505 231 12
1792 8519 25
5309 5249 69
975 6018 86
7124 5942 90
8442 3788 34
3598 6311 54
3505 1183 31
7744 576 68
7983 7652 61
6823 5429 28
3062 1369 39
4787 2137 50
9011 9592 26
5338 5184 52
2507 1586 45
592 509 25
482 3334 62
5837 3198 63
6112 5707 69
7603 64 75
4606 1140 35
5432 4373 94
2751 7813 54
5466 6268 91
2836 450 26
6378 8171 40
3597 3585 59
589 6594 54
7279 5586 15
5800 800 51
8810 3380 53
1250 6395 75
803 4827 15
6092 5296 74
3131 5632 96
4869 4989 79
7876 9107 28
1397 1815 30
9861 9307 50
7942 3933 71
6393 8325 85
17 5711 38
1788 8752 68
7835 7506 59
7230 1870 4
117 7662 95
259 4126 97
2216 6218 11
4092 2077 100
729 1348 26
5443 1438 85
5499 9824 48
735 8491 15
8612 8119 27
6365 3325 90
6592 214 20
4567 849 11
3251 2545 27
5100 7340 71
7845 6479 31
4489 1149 95
5903 4852 97
3503 1284 61
981 5830 36
5625 867 88
7379 9365 36
1429 1300 96
4029 1398 28
8413 5723 36
5478 2289 49
1337 6495 48
6468 4360 64
241 9078 23
5215 382 51
6159 829 14
5506 7574 93
6907 6926 34
8775 4350 68
1317 6101 89
4598 8226 7
2871 3708 11
8004 3102 84
9967 4503 4
6775 9660 83
9663 6851 36
2794 2768 66
4177 6572 29
7057 4532 87
2207 846 5
4465 2053 18
6916 3612 1
9728 5076 76
8933 7053 98
4869 2869 62
9190 191 3
7994 2915 40
4518 218 45
5256 3103 58
4496 6471 25
9730 4866 91
3207 7901 14
9342 338 59
2984 8530 50
9862 1594 47
7957 1428 79
6733 9140 29
7551 416 9
121 974 30
817 748 6
973 799 98
229 40 6
2749 7682 25
1142 9324 98
8722 3094 37
2985 1710 51
728 115 9
445 4653 59
9838 7410 45
1779 1641 70
9978 2822 10
4458 4132 84
8044 913 76
5475 9395 100
8451 3687 74
84 3389 43
8277 8688 76
3246 9941 18
8352 194 40
8608 4310 97
6907 3199 83
4677 235 4
6206 9714 69
8001 6079 56
17 8004 98
9507 5414 36
8282 8134 60
9693 8596 69
9676 6377 66
1631 465 85
1956 1032 59
2378 9452 96
7027 8935 9
700 182 84
6316 1673 15
9457 2921 44
7403 3570 63
6860 1047 7
9122 2084 10
6760 9766 50
5505 9640 84
8417 9157 4
4561 8467 35
1062 593 96
6102 2145 11
4054 9025 42
342 302 34
1595 5402 99
6138 1832 19
7907 6497 68
8407 4156 83
5879 2339 26
386 9159 34
1926 5187 62
9111 1770 42
3880 22 31
2719 1783 31
8904 3956 81
966 4991 100
1631 100 33
8140 5929 47
1216 8885 74
4670 4170 54
3024 5842 2
7687 2298 84
1756 7145 52
9087 8044 93
3578 69 40
1099 233 47
2054 7535 6
3323 598 39
6993 2755 61
969 5348 91
7905 5701 64
8803 4666 79
30 28 80
7349 2551 11
3344 1905 1
6791 609 21
2690 2219 32
4245 9182 25
4425 311 25
723 4982 43
5512 1221 40
7215 2745 77
6761 2145 40
3956 53 68
367 491 6
6526 5522 45
3069 9763 90
4728 3489 33
5018 5986 96
6635 8334 3
1940 7750 20
5441 4741 18
5570 149 80
3874 527 69
9416 5154 67
5022 3376 13
5353 2164 1
4877 4750 18
1576 8913 96
4739 4392 52
9191 1880 3
4064 861 26
488 9268 19
3504 1857 2
8359 5450 47
4678 2704 29
110 7273 27
1919 4532 5
6139 9627 96
309 288 83
7694 2988 11
3622 214 91
2270 705 52
6929 5358 17
1765 1235 79
1433 786 77
713 2001 1
5910 2222 44
5894 345 79
8273 7110 58
3852 4936 48
3317 760 41
1825 1208 17
5430 5139 12
6506 3674 86
2725 9257 44
3263 2358 20
8211 4889 92
8779 5717 21
8912 7586 93
1321 1027 67
7320 9368 100
2504 8563 63
5143 4289 77
6402 3611 97
9778 3990 87
1736 8661 46
5056 9680 5
6398 4853 11
9274 2909 7
895 5454 52
2873 2264 27
3475 1055 33
9942 5423 57
1753 1659 24
5797 3390 42
5847 2649 41
6792 4623 70
1986 5726 47
7436 2589 94
984 3714 16
447 7912 1
744 5219 36
6924 5217 44
4976 7755 24
5463 1305 92
925 819 27
3808 3224 46
5575 5077 43
7059 3253 71
6910 6902 58
8209 6903 17
321 198 91
8896 3365 57
3733 6611 18
7850 2266 40
3456 172 64
7350 9891 45
7986 164 28
2938 6807 35
1902 6348 56
1652 3613 49
3909 949 70
2753 4134 70
2051 1921 20
9282 739 20
1021 677 31
757 3953 84
6624 3791 17
6494 1688 65
6413 4971 20
8754 8809 2
8604 5821 70
4334 1070 65
8694 2077 91
679 7416 36
3194 5766 3
4032 7364 2
7379 3361 72
5617 2499 92
9348 7128 49
4053 7469 3
2740 4644 97
2318 3762 40
1677 406 45
5880 4720 48
7996 3031 26
4367 4733 48
1532 2558 47
9398 4972 46
7979 3885 6
3200 6394 47
3864 4921 50
8607 3585 95
2584 426 16
9828 7741 68
3554 7286 53
752 3663 100
6819 7561 4
1042 5902 71
9530 7553 32
4766 1647 19
996 210 84
7437 5068 42
7684 3291 44
6886 5545 46
9766 1853 64
172 79 72
7882 5578 89
2046 1689 9
1527 9844 64
4080 1730 67
9808 5731 6
528 1976 71
7687 1243 75
2830 9352 75
5191 3301 96
9887 473 96
4913 900 23
9836 5381 89
3878 3100 32
7811 3375 5
5033 411 99
939 4688 25
5960 352 32
6861 5008 68
6630 2852 41
8372 342 84
7354 8481 65
6464 5633 35
4734 5855 51
1314 158 86
6918 860 1
6581 206 21
2249 7309 92
399 319 33
9851 8316 2
3919 3607 58
8998 3478 46
5850 2865 61
9977 1548 65
1376 7192 93
4338 7968 21
9837 178 71
445 202 91
7516 4942 83
4481 1059 32
4055 5178 4
1938 7663 69
2283 1674 20
7239 4339 5
8049 4353 88
5286 3706 57
5006 9862 73
2126 1617 71
4965 3312 14
5798 3876 26
3667 2794 90
4292 1770 21
687 5229 38
4932 8445 69
9499 6413 95
3792 1786 6
3480 299 74
496 251 72
9255 5907 6
9338 1124 11
1569 8959 25
3590 1593 98
8854 2006 30
7180 4684 64
4543 751 58
6116 4727 35
7820 8823 20
3385 7325 35
4958 9428 82
4699 1168 1
6135 8662 12
9384 4000 78
4172 3432 16
6344 7398 39
9188 9458 25
9627 6962 32
6061 5826 56
9338 5610 57
9744 8711 17
8241 3282 4
8610 6957 19
2256 9592 99
2358 7097 43
7005 1252 31
9405 4741 14
9158 5161 11
6419 8886 29
5866 5061 32
5047 460 37
5955 8654 32
1076 350 88
7344 1877 93
1646 4931 11
8143 2811 72
6909 9079 28
2758 5846 71
9014 8316 70
8380 594 95
3881 4447 8
9812 5652 74
4606 1814 41
2142 9755 84
7516 7472 59
6908 8269 16
383 2271 55
7647 3914 1
9334 4002 20
245 1162 73
4917 5179 54
5514 6466 16
4420 2253 88
2426 652 42
8591 4402 71
1420 9027 33
7788 7759 68
5178 221 26
5158 495 78
4620 388 54
7918 7691 60
3708 141 61
4433 2236 5
5735 4149 21
8966 1247 41
4706 2241 33
4623 3613 54
4478 2279 15
9783 6388 39
7429 943 49
8255 649 9
6574 3681 67
1384 9625 96
4838 424 46
4476 4552 51
4203 2522 68
7556 3649 67
3135 642 40
3841 558 15
108 201 97
5634 3209 17
2416 4309 99
4328 8447 95
9414 6170 63
7399 5665 23
6402 2189 7
1709 7927 47
8621 3829 27
2739 4326 67
5479 5416 21
721 7032 77
3759 28 91
4737 7928 98
3309 3470 9
922 3420 57
1081 9786 32
4133 6596 5
8506 163 69
8686 7961 43
9920 6845 5
231 139 50
6395 5936 23
8124 1239 39
7620 2263 62
1144 63 61
7246 3983 27
2722 838 23
6943 2246 15
1207 2699 48
1110 8591 55
521 4255 33
9087 3357 80
9833 2824 85
2028 1365 17
3300 8503 63
789 6594 32
6566 5694 96
9691 3631 86
7475 2368 6
1917 7089 93
7797 4343 55
5250 8813 44
9052 4560 5
7670 1374 45
1640 344 37
74 51 83
8704 3874 39
4241 2274 50
971 7950 54
4226 5002 87
291 47 25
5257 8326 1
7694 3300 51
6218 1719 71
786 4916 36
4416 9864 80
7044 5238 1
5303 157 47
673 577 93
9000 7871 58
274 4157 94
4349 4167 61
3085 2456 57
4233 9663 25
9367 4860 21
6075 4794 71
8498 7494 26
6810 2270 91
7338 211 88
8125 560 6
2753 981 71
3589 1802 39
3970 2516 74
3726 1480 28
771 824 57
5802 1635 38
4829 832 59
516 7657 91
1850 2174 96
2118 5163 73
6642 5616 13
609 243 3
9311 5208 7
5625 5501 57
8734 8330 16
7684 4961 69
5749 153 76
3005 6231 70
6765 5983 63
9983 2306 25
4773 1426 67
8529 8508 85
3733 632 50
3979 4830 85
7069 3141 94
2214 705 50
1284 8498 6
8662 7409 27
284 9086 90
3944 483 68
9195 462 43
8584 7975 72
823 6841 2
70 30 39
4817 4388 61
1197 8041 28
5811 5790 92
2155 9172 97
3099 1147 42
4176 756 80
3549 5574 95
1710 6975 54
4707 3888 46
390 9847 6
7910 8157 76
37 1221 22
1135 2137 23
6794 6445 99
1281 2426 38
1866 414 45
2558 253 97
3582 3442 5
1457 1180 84
5785 6185 72
4572 5413 50
2014 8143 30
8886 7291 33
4225 1182 66
8990 580 62
7352 8152 92
294 8517 94
5250 3304 45
7255 8923 43
6094 7610 50
3195 3998 15
3752 1128 95
7789 21 93
9867 9650 22
4649 3006 29
9327 7971 13
3232 682 91
3053 5070 38
8858 5702 50
3238 946 58
9454 3433 54
3126 1536 92
5672 6843 48
1324 8459 53
4312 3156 35
552 294 29
7729 9542 95
2820 7198 73
7139 5729 67
8236 4046 72
2382 8709 30
5243 2939 39
1308 3269 78
4793 1913 25
6725 9984 56
397 8080 63
7226 1651 90
5884 8610 81
7122 3144 74
8818 7727 28
887 1691 32
5821 1705 76
783 115 63
1316 3851 81
7060 3104 76
9714 4844 85
1271 319 17
9448 6225 66
1640 1081 62
249 5772 50
4519 1837 19
7303 5509 53
2123 4085 55
8768 7568 39
6480 3027 53
3397 7694 32
9104 6980 15
4258 5890 15
8136 3086 38
5803 4208 42
3624 3709 65
336 1176 11
6995 7065 36
2139 7312 92
9803 1850 66
1807 2615 29
7037 2164 6
4634 9519 100
6491 2607 22
2058 2832 32
8031 6313 41
8758 7291 29
5763 1539 65
681 294 17
1229 171 64
7674 6929 18
1548 4838 21
7671 4638 97
7404 2903 12
1061 865 4
3328 84 23
379 8338 2
9488 1975 8
4731 8353 30
1083 149 58
8320 3007 70
7565 2755 62
656 7686 46
4696 6843 85
928 615 7
7084 9193 12
9097 8395 60
5426 2337 99
2021 9241 18
2385 9317 78
2620 6026 49
9135 7470 22
7081 287 83
4619 3734 25
5037 3542 12
9642 7650 37
5869 9310 84
4916 2001 62
2263 6148 87
8688 2085 19
9045 6108 8
4194 568 67
4758 364 87
8112 4735 41
9080 845 40
120 28 73
6044 6884 70
6626 6232 68
7174 3060 72
9423 9111 30
9061 5118 40
6461 9609 70
7289 3958 94
177 35 59
33 7044 67
5669 7474 81
5795 8207 100
936 1378 92
2368 303 18
6053 2913 50
9982 7816 54
5242 1585 45
8502 3953 73
7221 8392 13
2828 919 100
1239 1937 44
6618 1004 69
7041 5076 52
8901 212 7
6886 8783 99
9132 4275 6
3666 2995 80
3190 9402 17
1635 86 40
1900 5980 53
444 8153 22
7084 1556 55
5396 8788 2
6325 5459 40
9698 5087 39
2238 4333 26
2151 681 65
4708 2551 65
7278 2024 18
2465 9543 60
3528 1800 100
5253 875 62
2957 1615 28
67 7926 74
6680 5148 95
2639 3820 4
4846 555 9
9007 2228 26
8994 9171 86
5067 4364 13
5409 1152 100
9902 4927 76
6721 7393 74
7361 6926 20
2171 5041 19
3174 4783 32
4224 4934 89
9453 9223 17
2427 2443 40
3908 1477 4
7448 7995 28
9126 4195 46
8837 6143 92
2302 5575 53
6332 8062 14
3424 3593 86
4179 3219 84
666 2884 76
3390 336 67
1125 3582 97
9729 3250 87
1274 127 78
3431 237 51
1154 865 91
2492 2083 75
1304 9610 85
2380 5430 2
3750 3014 22
3644 91 32
134 7001 24
946 123 15
772 417 10
8632 7595 82
4250 1590 40
9484 5429 71
8576 561 25
6898 8934 21
7410 931 83
7751 3594 59
7387 2573 87
3106 3084 32
9072 5869 55
1413 3420 93
8829 5789 1
6300 1008 14
5958 9099 81
7262 7475 48
739 1235 38
5002 3748 53
8551 590 75
7200 3364 7
1019 208 54
7216 909 96
1134 6716 2
5282 5779 45
9589 2053 57
2218 965 56
1082 744 76
6801 3190 60
6030 3706 60
3765 4680 71
4884 3601 37
2329 1911 36
1442 2971 66
2935 499 78
3926 9295 55
1388 842 62
6568 3749 86
1197 8655 26
8980 6564 54
6873 563 87
3483 583 21
6465 5992 69
1395 14 100
2740 2213 67
5021 132 36
8928 9689 55
1316 7018 73
6970 4866 29
9994 6143 78
28 6293 77
1336 1019 26
6228 9943 19
3409 4520 53
4709 3634 30
9468 9340 65
9304 6649 92
5214 3438 61
2755 7253 92
6981 7298 54
5177 8119 97
6065 2910 92
7369 2131 10
7596 6791 30
9523 5618 1
4322 3177 35
7527 2683 92
8275 7440 80
2669 4245 1
9317 7201 91
8765 1552 26
1296 674 91
9956 2864 48
6292 4444 64
762 6727 13
8206 6167 3
3811 1048 73
5648 8579 37
8383 8760 92
8918 578 66
7961 4803 82
6600 7379 4
2712 2500 98
5534 6819 87
5242 8798 42
6333 7371 29
1467 1724 30
3190 8689 42
315 3869 97
6468 4784 16
6874 7562 66
4812 3896 64
4699 295 2
7981 6348 86
5602 4528 9
749 462 29
5813 552 36
8831 7107 67
510 8591 64
8408 7062 6
4987 4927 49
4731 424 74
7203 4521 60
2620 4161 73
8012 423 23
5138 1970 25
3988 401 99
6754 3991 57
7197 7663 49
3039 7938 16
9380 9500 39
4596 3375 9
905 701 75
9245 9648 33
7944 6862 84
9971 8142 21
4516 6277 41
4678 3133 29
7882 5613 10
6036 1448 7
9135 3790 69
119 76 36
9916 6955 76
4098 8974 69
3364 4199 47
7450 5531 59
8734 1838 68
5509 4328 89
4330 3175 79
9615 5980 63
2192 1151 47
3601 1988 36
4811 4392 63
7262 505 6
7311 4860 94
4165 9210 19
5023 2220 44
3220 2363 50
2908 1404 45
8219 5921 97
4393 1403 17
9876 350 99
5611 1506 17
8070 6631 100
6025 2837 20
7818 6118 24
2029 5070 97
2772 1160 31
1814 4915 83
8184 5119 50
4754 5349 64
476 1429 7
8811 3746 87
453 6707 34
2022 122 60
7396 7688 16
2517 7467 1
9522 4587 76
4670 8446 53
4122 1970 62
3942 2412 77
2097 1524 30
2491 7461 86
3429 220 26
7589 3683 64
5352 5765 47
3016 4135 68
1124 9454 65
1666 6522 37
5097 803 100
5003 2985 55
9441 4822 84
4732 2307 99
2095 57 80
642 70 100
8652 9996 45
2743 474 27
9858 7051 97
7441 6780 68
2424 3336 52
3040 3049 80
3255 1764 25
7778 9145 63
697 7493 48
157 22 51
2161 3918 59
1146 8166 43
3070 436 72
5244 1911 48
6619 8946 65
101 53 100
1767 1067 48
4155 1929 51
8407 4816 65
2377 5343 28
3386 1091 57
8930 2378 7
9888 5502 89
7411 3754 76
4457 241 95
1151 9592 23
9873 3776 21
9904 9611 96
4197 2061 51
4102 2629 80
732 224 85
2474 905 15
4477 1689 33
7592 4609 71
8697 6980 74
2454 443 75
9465 2720 34
1092 6328 31
9406 6093 13
2877 7213 96
5063 1538 14
556 486 33
9048 3031 27
9758 9273 73
2228 7211 55
9155 7057 41
1894 7381 15
2262 9305 51
6772 491 26
9558 7136 85
9114 6914 7
8291 9438 69
4102 4353 48
4494 2771 23
5355 5208 38
8598 582 73
8867 3955 77
9114 325 88
9067 7073 24
7632 4718 24
643 244 30
402 9736 12
9280 1475 5
5923 2370 18
8791 6020 61
2853 1311 58
670 8832 95
5819 545 23
7071 2749 1
2832 4825 6
4385 5949 90
1384 7871 27
6194 4059 92
1144 4818 44
4523 955 88
7973 2972 70
6858 2626 96
8807 9955 22
6126 2633 27
6753 1918 58
7464 1736 8
6802 3777 39
6523 4528 18
7070 2763 58
1247 4997 49
1070 6786 66
3519 1227 75
3352 6240 56
8251 7071 41
3895 8931 17
2700 1130 85
8770 4775 89
4279 6875 26
9047 6686 34
761 3436 80
3061 8929 84
9737 2433 74
6204 5676 91
9234 2598 97
8051 5515 3
9078 9209 22
7721 2859 52
6903 1070 41
2898 9961 19
588 442 16
4375 2544 54
4255 224 1
7597 4762 34
4837 7000 5
9076 4602 75
5460 1929 33
4996 515 61
3590 9510 82
5577 7921 13
8693 1350 71
5374 3121 77
1374 3198 6
3541 6932 64
9548 1263 69
1372 1185 36
1705 7349 72
9232 5190 8
6585 5091 77
3946 6480 50
1972 2052 89
376 9308 16
2485 6934 9
7510 1660 94
3479 2899 63
4105 3557 27
6433 1383 26
8577 4140 20
3112 5785 81
8587 2875 39
9738 5173 70
4256 1633 72
4276 876 40
1397 1466 72
1924 2344 93
9164 5918 74
2000 1910 40
1325 8190 70
3096 1974 35
3574 5443 81
1370 3201 95
2953 1429 93
2913 725 13
4687 9471 29
5529 2656 87
2612 2253 49
7722 5915 41
9832 8789 84
9948 762 59
9467 3581 78
9050 5480 13
2375 4550 14
5027 1894 54
9327 6842 92
6169 3175 29
9229 9997 72
4432 9835 61
3604 547 39
6220 8688 75
7748 3803 75
1015 409 53
1455 8793 73
6475 1637 46
8921 3311 58
4874 1975 74
3837 5010 21
8711 3679 20
7398 5540 23
6835 3259 85
6196 3894 24
9551 4408 31
7707 2223 31
5344 3376 48
6970 9345 1
7263 1347 39
7760 8048 21
5055 5090 47
5636 3171 92
6022 9637 73
2979 2435 56
9833 3610 45
292 2 24
4114 1676 16
7136 55 6
9066 3732 11
2281 5864 89
8905 3481 1
5530 1151 19
2617 5098 60
3044 1984 35
1315 14 90
4304 5905 85
304 77 92
8990 2418 52
8787 1404 63
9064 1103 79
1537 4648 16
2527 4528 88
5702 2196 47
7878 1939 55
9518 7366 94
6450 3707 63
8010 3715 91
7257 6122 41
6475 8666 1
5307 925 41
2273 1225 79
9639 1807 60
1429 5730 96
2886 9436 89
3797 5356 35
8838 4943 76
5042 3245 95
2683 449 56
1534 9717 36
4896 4300 37
265 8532 54
9136 1912 25
7691 366 66
972 888 5
8741 5098 76
3549 2269 9
8659 6953 49
8916 1009 15
6575 5365 52
8757 6792 33
7036 1510 73
305 2 84
7566 3013 45
2843 6309 70
8562 2517 45
2882 2317 25
4899 4529 65
478 651 100
1101 2008 79
2667 31 90
800 4804 97
4543 3005 60
4683 4073 3
9056 149 35
1095 240 18
2318 9932 82
4755 473 27
4986 538 95
1335 644 72
8421 290 67
9684 1198 50
7679 5043 23
4117 15 42
9444 8384 51
2317 2774 68
8202 4513 31
9669 341 11
9932 8932 74
299 610 12
9891 1819 64
9038 3412 12
2275 6775 33
5487 8748 99
431 5616 61
6528 5178 12
7763 5710 37
4208 1146 70
9682 1851 67
3184 9799 27
2892 1691 21
5703 8634 44
6618 4736 98
5461 8364 26
1337 852 49
7728 2983 8
6682 4986 68
4129 6179 70
5457 3399 87
4464 7947 45
5747 8932 94
3985 3367 20
736 156 36
4875 4297 48
8241 7838 5
4561 2437 84
7877 474 11
6368 2900 35
2852 9937 96
518 479 9
6575 1771 99
1618 1660 91
2813 1518 87
5297 1079 58
4883 7692 52
2623 8427 58
8608 965 86
8050 1906 30
3163 626 22
5244 6323 62
733 6795 9
6549 9035 85
6440 676 13
94 537 13
3363 521 32
9335 4539 47
5998 8115 97
8691 7684 33
4741 6302 99
4025 9696 74
7319 6065 55
587 4781 45
1002 7337 98
5732 3196 31
2877 5199 21
2242 1154 72
8599 3504 48
492 426 72
8911 1489 30
9022 9218 51
4595 6085 72
605 8204 5
9115 2011 38
7199 5497 84
1555 1198 90
925 9 36
4676 8299 72
5620 1325 95
3128 3866 2
4270 2763 32
8249 3306 14
8105 3550 24
8388 1712 86
778 43 40
5973 3708 96
648 135 12
1783 7856 73
1165 8193 55
4193 2033 100
7636 6595 95
4525 8396 65
1708 7540 97
71 2100 29
6208 6394 15
5451 6971 74
7426 1560 98
423 1838 1
2762 864 41
8475 4309 16
4173 1080 41
2396 1327 85
683 171 40
7592 435 58
7837 4059 26
8199 7412 92
7142 2491 59
7073 1641 72
6058 3680 1
969 6139 80
4643 3725 78
6664 807 40
8561 7897 25
8242 4287 92
8579 826 97
1718 4604 30
5280 5512 3
4954 2976 57
6570 997 48
6408 390 9
8087 3506 71
1747 7594 70
8498 6979 92
915 1141 35
21 9946 88
1098 1393 70
2446 857 6
880 9564 55
2042 1255 60
5272 6 19
5348 1399 92
6648 5985 95
1079 69 42
656 7840 45
8180 6648 94
8278 1511 49
5365 139 21
7820 4883 43
1960 1129 37
4931 9544 17
5891 586 43
9289 1352 76
2396 1657 5
812 508 100
341 240 14
1925 1253 85
8993 6844 27
1581 8286 6
2698 3597 56
7613 1924 93
5076 9014 74
2453 1513 76
2194 1619 73
9196 3209 62
9816 3638 83
9848 921 50
6574 89 69
3220 3044 90
5043 4863 39
8094 5456 99
433 2969 64
8713 7402 95
2187 997 97
3062 2262 92
6720 7383 82
6071 3096 36
9714 6842 64
1065 1523 13
9395 6895 78
6708 2068 53
9652 5318 48
9224 8064 57
2815 1815 15
8280 7411 72
7741 1755 90
7290 4284 54
6856 5279 80
3973 1587 90
6595 4149 83
7111 4157 6
5497 6670 62
7055 153 74
176 9694 30
9792 3603 4
8778 1226 69
3660 9921 3
6635 1276 88
1212 8190 68
4371 2583 87
1488 907 89
2423 2279 33
9975 227 25
9730 6329 33
6768 2979 39
4262 623 14
8371 6682 44
9854 3922 42
4058 6987 44
2498 8411 56
6543 8028 59
4103 4101 53
1307 3908 23
2560 8843 18
6656 7754 2
383 220 60
1169 8520 30
1585 3448 28
9107 2015 50
7986 6940 100
8778 9676 99
7875 3683 50
9669 523 9
2501 2030 57
6964 217 60
8849 1947 69
6474 2986 56
3061 537 21
787 7405 28
9999 2134 39
7988 16 97
4753 3952 5
207 9514 19
7679 5710 31
2909 9962 6
3607 1655 80
5976 5637 79
5963 1622 70
6689 8429 17
8384 6306 94
8716 3079 18
7798 5527 12
2390 3971 86
160 9114 80
2729 4228 89
5723 2272 64
382 2005 100
1163 882 21
7776 792 100
2334 2037 15
6670 9953 44
3975 8666 69
4775 2477 98
174 2840 5
8486 3220 98
3685 9455 80
1650 1307 51
5955 4753 77
9108 5482 34
4644 5881 91
7339 2643 45
6328 6685 32
2492 9081 93
6294 6338 44
7374 7314 1
7293 5299 28
3092 2074 73
7390 862 56
2340 7310 16
3856 131 30
1520 4928 57
7933 2559 43
409 82 45
6750 7775 29
1399 3192 2
2142 5855 5
6758 7271 79
3412 733 59
1073 2140 45
7052 1195 43
4599 2860 29
4130 3191 1
7567 8841 77
5211 6309 67
3954 492 33
7951 5445 85
2714 2402 69
3892 5443 30
8762 7447 44
4792 9785 46
6473 8627 81
2030 1371 87
250 176 95
1880 2641 97
6915 4941 44
6174 5227 46
8051 9252 42
4374 3922 41
1859 1524 46
8284 3944 31
3636 544 41
1251 7043 59
332 6897 24
3968 3233 74
5109 1321 56
4890 422 3
6585 4910 44
8242 5981 45
7088 4541 71
6961 5933 50
6958 6144 89
5661 110 36
786 6016 30
9648 1341 91
4779 2084 61
2558 6498 87
7736 9997 72
8161 3620 32
6224 2383 90
8181 6421 39
7201 5722 62
4991 1396 84
6758 4695 4
9073 1379 7
7647 3677 69
3631 184 13
6462 5989 84
3164 6069 10
132 78 70
7719 4670 33
2625 8208 57
6253 869 99
2886 7653 80
578 6791 67
4403 3444 62
5702 5482 59
4661 8731 75
9072 4030 12
8477 2820 9
6133 8225 21
1246 4567 8
9731 6431 96
4604 2095 8
1424 5952 49
8412 926 36
4684 6389 100
5597 3973 91
5405 2973 44
4968 1875 4
4480 8282 31
8968 1133 37
9964 64 19
6280 5836 9
4865 2658 3
7592 2010 56
8713 2864 30
2309 6317 38
4175 3009 30
7420 9994 14
1591 752 71
8397 4927 43
8595 3539 25
5 9524 64
8804 5375 78
937 614 64
3702 450 20
3821 8649 60
1332 9408 43
7521 999 73
7743 2056 5
2390 168 33
5439 9200 70
1454 469 15
5994 1057 36
4529 5554 22
4509 9783 88
4309 7576 56
6344 3065 83
761 6362 77
2256 5619 98
8690 6010 3
6109 4636 32
460 55 61
2059 8025 61
7454 3396 29
3000 4969 52
6283 8128 72
3112 2054 12
6766 8187 83
1491 9581 8
3783 423 46
7674 670 68
8425 2821 14
8794 8151 99
4111 8244 51
7026 3148 42
1917 1821 64
1490 222 98
6520 107 33
9512 7641 12
2632 2088 78
1662 2402 85
1709 7472 35
3262 1805 45
5855 2858 18
121 7248 55
8429 8928 77
9529 4305 57
6109 2602 74
7033 4635 77
7909 4876 91
298 1229 43
6014 8835 15
3839 553 95
5135 565 12
2480 258 20
9866 6857 48
6900 1129 89
4688 5413 23
5446 2588 64
3134 8977 58
6299 9082 40
8353 8274 41
6595 9050 49
6921 6672 12
4959 6513 13
705 578 100
1683 6131 70
8442 4276 28
450 64 77
9918 8206 35
4847 4619 62
303 3568 17
3510 5733 81
7596 150 19
8983 3820 81
9678 7338 85
2450 908 12
459 146 2
2995 5154 95
6404 6758 48
1417 684 42
5070 8043 3
3669 676 14
3427 6750 3
8370 2942 67
9395 5889 48
1573 744 91
3864 246 79
7620 3391 11
3411 6667 64
6570 4417 52
1629 3094 28
2763 3086 73
6100 4316 53
7706 9648 22
2195 3923 85
3053 9585 68
8286 7272 86
4889 521 45
8452 8436 65
6222 4570 48
1491 1300 35
84 2982 72
8275 589 100
6240 8044 43
6895 9952 37
4818 8441 11
2434 6210 95
1253 830 81
8233 7452 10
9776 4257 70
2396 2530 25
8865 8081 59
7540 2958 22
2716 1012 21
3818 83 66
1265 9951 87
5589 6064 51
8994 899 28
3325 9866 92
981 8281 46
6557 678 25
4278 5797 62
770 7087 35
7376 5492 7
5481 8482 34
2263 1277 56
9236 754 79
3169 3804 27
5712 2440 3
4327 4312 14
877 8829 4
8792 5535 63
8827 5266 99
4666 8614 76
1585 2992 40
8364 8205 6
7572 507 39
2682 660 51
8717 684 90
9684 7656 91
2591 5398 49
4079 4794 61
3458 111 37
4502 1577 8
6575 8274 50
234 21 5
6654 7658 58
5773 7127 65
5226 2093 16
4892 848 22
6281 3502 95
3739 7849 83
7021 779 15
9831 3513 60
357 7482 3
